Square Feet,Year Built,Garage Spaces,Lot Size,,City,Neighborhood,Number of Bedrooms,Number of Bathrooms,,Price
2802,1977,0,0.116392628,,Los Angeles,Suburban,4,2.158863115,,281373877.9
2976,1987,1,0.429905548,,New York,Suburban,2,2.060419576,,300204059.2
1472,1965,1,0.755983264,,Houston,Urban,1,1.946899646,,151485933.8
2969,1970,2,0.484440437,,New York,Rural,1,2.473059288,,299862681.6
1150,1955,2,0.122350967,,New York,Rural,3,1.962200747,,116288919.9
2438,1990,0,0.159382813,,Kansas City,Suburban,2,1.576773755,,244980172.1
2321,1964,0,0.683773632,,Los Angeles,Suburban,4,1.928408647,,236158498.8
2634,1952,2,0.968378139,,New York,Urban,3,3.924712818,,269081244.2
1262,1992,2,0.596677272,,New York,Suburban,2,2.233340251,,129645886.9
2787,1996,1,0.556082036,,Houston,Rural,1,2.334138331,,281860470.6
1143,1963,0,0.386492692,,New York,Rural,2,2.72963497,,116837186.1
1345,2015,2,0.331021606,,New York,Urban,1,3.950022305,,136581359.7
1623,1978,2,0.118886484,,Los Angeles,Urban,2,1.724803829,,163388792.7
2016,1953,0,0.345659381,,Los Angeles,Rural,3,3.043846332,,204056585.4
2595,1975,0,0.504199397,,Houston,Urban,1,3.147954081,,262547093.5
1880,1961,2,0.278154805,,New York,Suburban,3,2.82197325,,190102422
1001,1951,2,0.17861319,,New York,Suburban,3,1.265735019,,101637996.1
1896,1966,2,0.745955081,,New York,Urban,1,3.030616827,,193932071.7
2327,1984,0,0.905158242,,Kansas City,Rural,1,1.192284133,,237560212.5
1253,1959,2,0.943094863,,Kansas City,Urban,4,2.788427949,,130784606.4
2675,1992,2,0.656198856,,Houston,Rural,4,3.218743532,,271417400
1452,1970,2,0.147497124,,Kansas City,Urban,4,1.632909672,,146564953.8
2060,1964,1,0.766776367,,Houston,Urban,3,3.524866023,,210563246.8
2183,1984,1,0.199085775,,New York,Urban,3,1.091061417,,219742258.5
2014,2009,0,0.702773306,,Kansas City,Suburban,4,3.531438591,,205448724.4
1008,1993,2,0.801429252,,Los Angeles,Suburban,3,2.380987152,,105325720.3
2256,1954,2,0.75327824,,Kansas City,Rural,3,1.65276382,,230025348.5
2122,2022,0,0.956695425,,New York,Urban,1,1.401334435,,217143577.2
2682,1967,0,0.764331656,,Los Angeles,Suburban,1,3.859921503,,272641152.4
1815,1970,0,0.7238888,,Houston,Urban,3,1.217996763,,185625793.8
1207,2021,2,0.335568855,,New York,Rural,4,1.59728026,,122747640.3
2154,2000,1,0.932291818,,Los Angeles,Suburban,2,2.043467042,,220449719.1
1403,1990,0,0.261589484,,Kansas City,Rural,4,2.860704547,,142187500.3
1151,1973,2,0.91440695,,Houston,Suburban,2,2.634403256,,120259615
1053,1973,0,0.381396289,,Kansas City,Urban,4,1.376930477,,107760251.2
2143,1987,2,0.217147234,,Los Angeles,Rural,1,1.869183951,,215795925
2696,1993,0,0.844014725,,Los Angeles,Suburban,3,1.716255313,,274248792.8
2943,2006,2,0.102245908,,New York,Suburban,3,1.640628563,,295209276.7
1627,2008,0,0.848879486,,Houston,Urban,1,2.233433009,,167236904.9
1586,1983,1,0.336080658,,Houston,Rural,2,3.112094358,,160833810.4
2648,1972,0,0.896249145,,Los Angeles,Rural,2,1.652358797,,269760172.6
2991,1992,0,0.722331264,,New York,Rural,2,2.100036639,,303124159.1
2443,1989,1,0.699565,,Los Angeles,Urban,1,2.172752281,,248200781.4
2445,1996,0,0.428787607,,Los Angeles,Suburban,2,3.929369588,,247173640.8
1103,1990,1,0.153462677,,Houston,Suburban,1,3.863999071,,111592113.3
2875,1996,2,0.847065788,,Kansas City,Rural,4,3.400412748,,292365359.9
1253,1969,1,0.253813416,,Kansas City,Suburban,4,1.724976762,,127188440.3
2250,2014,1,0.435032778,,Houston,Rural,1,1.204111942,,227380472.3
2135,2017,2,0.640319217,,New York,Urban,3,1.950712413,,217067899.5
1509,1973,1,0.534028365,,Houston,Urban,4,1.800383648,,154175170.6
2496,1985,1,0.278794572,,New York,Urban,2,2.5177774,,251492806.2
1098,1994,2,0.226554721,,Houston,Rural,1,3.33318373,,111417762.4
1152,1951,0,0.210921645,,New York,Suburban,2,3.574968817,,116982730.9
2884,1977,0,0.876707093,,Los Angeles,Urban,2,3.534592256,,293378629.9
1913,1975,1,0.128403594,,Los Angeles,Rural,3,2.079026684,,192507945
2919,1972,0,0.979312834,,New York,Rural,2,3.06170303,,297381191.9
1877,1985,0,0.278675821,,Houston,Urban,3,1.938502593,,189578766.8
1337,1955,1,0.199290067,,Los Angeles,Urban,4,1.18271663,,135345154.1
2729,1984,2,0.619274489,,Houston,Urban,1,3.104695797,,276514224.6
1821,1987,0,0.171987362,,Kansas City,Suburban,2,1.029482658,,183317148
2186,1984,1,0.642207937,,Los Angeles,Suburban,1,2.227547762,,222243105.8
2743,2002,2,0.86556398,,Houston,Rural,2,1.988137808,,279021930.2
1956,1987,0,0.143108219,,Houston,Urban,1,3.080132616,,196776551
2704,2008,2,0.819881744,,Kansas City,Urban,2,3.298736418,,274961814
1160,1992,1,0.455029697,,Houston,Suburban,2,1.912283908,,118693569.8
2603,1953,2,0.24354157,,New York,Urban,2,3.434881043,,262265323.9
1800,1954,2,0.258486832,,Los Angeles,Rural,2,1.881750282,,181918565.4
1397,2017,1,0.926888089,,New York,Urban,2,2.33897908,,144659863.9
2300,1994,0,0.199545177,,Kansas City,Suburban,2,3.181055581,,231481305.1
1815,1974,0,0.880104508,,New York,Rural,2,3.078760688,,186476429.6
2939,1960,2,0.589820159,,Houston,Rural,2,3.962105417,,297601258.7
2527,1978,2,0.135150561,,Kansas City,Urban,2,1.675483073,,253866414
2919,1983,2,0.518028531,,Kansas City,Rural,1,2.986953741,,295004164.2
2415,1963,2,0.835704563,,New York,Urban,3,2.829045725,,246380701.2
2158,1973,0,0.753582509,,Kansas City,Urban,2,3.745295363,,220198809.7
2218,2008,1,0.539904176,,New York,Suburban,3,1.469086425,,224854702.4
1400,1988,1,0.874044892,,New York,Rural,2,3.255394491,,144909379
1639,1975,1,0.208328286,,New York,Urban,2,2.704805849,,165504501.9
2056,1992,2,0.918946948,,Kansas City,Urban,1,1.823997609,,210576534.6
1687,1985,2,0.861797088,,Kansas City,Urban,4,2.423304742,,173620733.3
1459,1988,1,0.737449143,,Los Angeles,Rural,4,2.001329791,,150132345.4
1954,2010,0,0.836098968,,New York,Rural,1,2.737940208,,199900840.4
2906,1965,1,0.589433956,,New York,Rural,3,3.667001832,,294282194.9
1469,2008,0,0.707646186,,New York,Urban,4,2.707914953,,150916324.6
2398,1955,2,0.604538264,,New York,Rural,1,2.895167255,,243469828.9
2045,2005,1,0.419885677,,New York,Urban,1,2.556243541,,206951146.7
1749,1957,1,0.611974718,,New York,Rural,4,1.153496519,,178596385.8
2693,1976,2,0.331718799,,New York,Rural,3,1.698575671,,271510987.2
1037,2020,0,0.496251254,,Los Angeles,Urban,1,2.476005188,,106431956.7
1229,1976,1,0.352697867,,Los Angeles,Rural,2,1.930705851,,125163292.3
2388,1995,1,0.210599011,,Houston,Urban,3,1.545290793,,240278891.9
1562,1990,0,0.389675671,,New York,Rural,3,2.512398526,,158651808.2
1437,1974,1,0.866788496,,New York,Rural,4,1.96842938,,148646574.7
2799,1967,1,0.442972694,,Los Angeles,Rural,4,1.77432293,,282747937.7
2306,1961,2,0.773203284,,Los Angeles,Rural,2,2.391956252,,235095413.1
1026,2000,0,0.257678069,,New York,Suburban,1,1.399852774,,104158379.3
1225,1988,1,0.481977243,,New York,Urban,4,3.783237199,,125588629
2300,1959,1,0.203370462,,Los Angeles,Suburban,4,3.603106294,,231827085.3
1797,2003,2,0.224758957,,Los Angeles,Rural,3,3.122861757,,181348009.4
2632,1978,1,0.655692742,,Houston,Rural,4,1.318641483,,267022361.8
1283,1990,2,0.646733636,,Houston,Urban,4,3.327631763,,132188240.6
1878,1958,1,0.292034717,,New York,Urban,4,3.423871984,,190061964
1959,2012,2,0.526980875,,Los Angeles,Urban,4,3.303293853,,199077651.4
2504,1986,0,0.87697555,,Houston,Urban,3,1.341897661,,255220520.1
1452,1963,0,0.256781358,,New York,Rural,2,2.931723871,,147103786.1
2019,2022,1,0.11728948,,Houston,Urban,2,3.502974387,,202874170.5
2852,2021,1,0.686795627,,Houston,Suburban,1,2.732060204,,288918882.6
1815,1988,2,0.148148387,,Houston,Urban,4,2.939222126,,182876183.6
1658,1989,2,0.981946215,,Kansas City,Urban,3,2.375090438,,171247862.9
2539,2003,0,0.648658255,,New York,Suburban,1,2.58612196,,257487250.4
1546,1952,1,0.523356718,,Houston,Suburban,1,1.103130575,,157724518.4
2215,2004,2,0.486993286,,New York,Suburban,2,2.916889066,,224388733.1
2072,1982,0,0.615763593,,New York,Suburban,3,1.244341639,,210727143.6
2535,2020,0,0.181561993,,Los Angeles,Urban,3,2.305043783,,254745688.2
1016,1968,2,0.937017153,,New York,Suburban,3,1.877965293,,106890933.2
2195,1983,1,0.663077862,,Houston,Rural,2,2.636283851,,223333110.6
2243,1999,0,0.265580648,,New York,Urban,2,1.400249007,,225952921.9
1157,1996,2,0.606322948,,Los Angeles,Rural,2,3.074930206,,119237234.5
1476,1995,0,0.219930855,,Kansas City,Urban,2,3.385034611,,149193531.9
2069,2005,1,0.115797446,,Kansas City,Urban,2,1.490063349,,207800742
2396,2006,2,0.667465287,,Los Angeles,Rural,4,1.312939262,,243360796.9
1517,2000,1,0.683635008,,Houston,Suburban,4,1.436546448,,155560916
1098,2003,1,0.625326925,,Houston,Suburban,3,3.631382686,,113468988.3
2915,1977,0,0.265134884,,Houston,Rural,1,2.584567785,,293299517
2768,1968,1,0.643086873,,New York,Suburban,3,2.401782988,,280640568.1
2060,1976,0,0.150859847,,Kansas City,Urban,1,1.320135457,,207138309.4
1279,1997,2,0.64831452,,Houston,Urban,2,2.94866802,,131632722.7
2372,1968,2,0.598615317,,Kansas City,Urban,1,3.603998776,,240828376.5
1496,2000,0,0.689729348,,Los Angeles,Suburban,3,3.484557608,,153574988.6
1301,1956,0,0.905928045,,Kansas City,Suburban,3,2.878164127,,135330502.5
1180,1978,0,0.865322295,,Houston,Rural,1,1.22583615,,122693549.2
1606,1992,1,0.982588772,,Kansas City,Urban,4,1.337191082,,165988233.2
2122,2018,2,0.97861693,,Los Angeles,Rural,2,1.147926961,,217344179.2
1699,2007,2,0.795087724,,Kansas City,Suburban,2,1.772437649,,174228371.4
1992,1957,1,0.96077766,,New York,Rural,3,1.406984401,,204609412.1
2139,1991,0,0.880555497,,Los Angeles,Suburban,4,1.780144121,,218796288.3
1190,1991,2,0.754824205,,New York,Urban,1,2.155174167,,123185759.1
1252,1962,1,0.167845829,,New York,Urban,2,3.828948352,,126751400.3
1980,1975,0,0.144144899,,Houston,Suburban,4,2.831128179,,199373059.1
1927,1967,2,0.853839611,,Houston,Suburban,2,3.504921357,,197652067.2
2184,1991,0,0.540690272,,Los Angeles,Suburban,4,3.131054502,,221698280.4
2279,2000,1,0.833146016,,Houston,Urban,4,1.337509392,,232501043.3
2346,1965,2,0.381626444,,Kansas City,Suburban,3,3.207761219,,237228714.3
1127,1952,0,0.457884872,,Los Angeles,Urban,2,1.825296645,,115581321.6
1017,1994,0,0.730168049,,Houston,Rural,1,2.917323541,,105764639.5
2816,1971,0,0.923794063,,Houston,Urban,3,2.022885921,,286780686.8
2758,1972,1,0.178985327,,Kansas City,Rural,3,3.99301679,,277419402.9
1565,2008,0,0.87533033,,New York,Urban,1,1.790654438,,161135950.7
1569,2011,2,0.813711452,,Kansas City,Urban,3,1.837391412,,161356361.6
2346,2017,2,0.383985344,,New York,Suburban,4,3.792016767,,237074328
2895,2003,0,0.419694953,,Houston,Urban,4,1.073933214,,291979019.8
1685,2006,1,0.141815329,,New York,Suburban,2,3.090066964,,169645831.7
2815,1972,2,0.11416655,,New York,Suburban,2,3.175979172,,282704031.2
1625,2009,2,0.529305514,,Houston,Suburban,1,3.509135732,,165569712.7
2311,2022,2,0.185985681,,Los Angeles,Urban,2,3.923317932,,232469177.2
2966,2004,0,0.274601633,,Kansas City,Suburban,4,3.926805757,,298562518.6
1853,2012,2,0.86209048,,Houston,Rural,1,1.195830273,,189845139.7
2686,2005,0,0.613925552,,Kansas City,Rural,1,3.465517968,,272069541.6
1961,2004,0,0.670269194,,Kansas City,Urban,2,2.938929801,,199866765.7
2662,1974,0,0.268731398,,New York,Suburban,4,2.942026403,,268209309
1154,1975,0,0.845795624,,Houston,Rural,1,1.38504978,,120022856.9
1489,1998,0,0.881181795,,Los Angeles,Urban,4,2.950561499,,153852201.1
2409,2012,2,0.570994834,,Kansas City,Urban,4,3.947447742,,244346032.8
1784,1994,0,0.921301995,,Kansas City,Urban,4,3.735455709,,183631669.2
2127,2022,0,0.860345762,,Los Angeles,Urban,2,2.317391982,,217280533.2
2952,1988,0,0.758191759,,Kansas City,Urban,3,1.11984392,,299399947.1
2416,2014,0,0.760668324,,Houston,Suburban,3,2.08688047,,245754857.7
2834,2018,0,0.194854127,,Los Angeles,Suburban,1,3.479170935,,284710208.5
1245,2005,0,0.343752434,,Houston,Suburban,4,3.104497304,,126741599.5
2199,1958,2,0.160162498,,Los Angeles,Suburban,2,2.378030967,,221344164.8
2062,2019,0,0.107813088,,Kansas City,Urban,4,1.165304605,,207046463.3
2500,1977,0,0.242478578,,Los Angeles,Urban,4,2.280684183,,251813444.2
2705,1994,2,0.892438464,,Houston,Rural,2,2.407074819,,275427722.9
1758,1975,2,0.315886653,,Los Angeles,Rural,3,3.785666599,,178093358.3
1537,1977,1,0.973138566,,Kansas City,Suburban,4,2.923258311,,159234937.2
2890,1989,2,0.6375619,,New York,Urban,4,1.93495875,,292742931.4
2841,1964,2,0.313532639,,Kansas City,Rural,3,2.575954793,,286345859.8
1920,1955,0,0.547417723,,Kansas City,Rural,2,1.198165923,,195266951.1
1407,1976,1,0.29718534,,New York,Rural,1,3.917704707,,142784754.6
1524,1987,0,0.985576202,,Los Angeles,Rural,3,2.080179706,,157813894.5
1827,2017,1,0.862538486,,Kansas City,Suburban,1,2.433602065,,187295212.6
2529,2013,0,0.12361491,,New York,Urban,1,2.065851923,,253773013.4
1902,1979,2,0.952998428,,Houston,Suburban,3,3.04753519,,195603557.3
2848,1952,2,0.748958597,,New York,Rural,4,2.986696475,,289363795.2
1035,2011,1,0.174143127,,Kansas City,Rural,1,3.145966932,,104736663.2
1684,1961,0,0.703573972,,Houston,Urban,1,1.804429689,,172413202.1
1019,1979,0,0.682234028,,Kansas City,Urban,2,1.947005443,,105777195.5
1320,1987,2,0.296909871,,New York,Suburban,4,1.375753693,,134007730.9
2799,2009,2,0.78260203,,Houston,Urban,1,2.966529916,,284195499.9
1511,1987,1,0.178358233,,Kansas City,Suburban,2,1.119391382,,152375745.5
1399,1964,2,0.540500663,,New York,Suburban,4,2.793047007,,143346981.8
1653,1967,1,0.108930886,,Houston,Rural,3,3.609087655,,166565336
1971,2001,1,0.97186374,,Kansas City,Suburban,3,3.672496445,,202514755.9
2906,1978,1,0.776407269,,New York,Rural,2,2.347113281,,295003069.8
1470,2009,1,0.242966869,,Kansas City,Suburban,3,2.377911065,,148633177.7
2166,1970,2,0.407506636,,Kansas City,Suburban,1,1.230907549,,219084851.2
2115,1966,1,0.24450614,,Kansas City,Urban,4,3.012295076,,213453452.8
2377,1967,2,0.789955718,,Los Angeles,Urban,1,3.463778261,,242279562
1833,2006,1,0.153006693,,Kansas City,Rural,1,1.733965164,,184350080.9
2823,1986,2,0.85636599,,Houston,Urban,3,2.263902645,,287126622.6
1726,2009,1,0.947976705,,New York,Suburban,1,3.51651801,,177743622.4
2982,1987,2,0.708965149,,New York,Rural,3,3.631361403,,302387177.8
1853,1961,0,0.291668905,,Los Angeles,Rural,4,1.729539941,,187398060
1050,2022,1,0.424081086,,Los Angeles,Rural,4,2.651711904,,107544283.8
2688,1950,1,0.529515887,,Los Angeles,Suburban,1,1.577479452,,272000890.4
2721,2007,0,0.644162295,,Kansas City,Urban,2,1.305636292,,275598734.2
1574,1952,0,0.701796781,,Kansas City,Rural,3,3.733361504,,161693986
2213,2012,1,0.598793244,,Houston,Suburban,3,3.461522513,,224778580.4
2148,1970,2,0.416182529,,New York,Urban,1,3.280104705,,217481920.5
1149,1972,1,0.901825553,,New York,Urban,3,1.146298956,,119920100.2
1313,1958,2,0.173252852,,Kansas City,Rural,3,3.531186378,,132946103.2
1569,2004,0,0.519630449,,New York,Suburban,2,2.314132228,,159866712.2
2365,1968,2,0.798008355,,Kansas City,Urban,2,2.02718537,,241057080.7
1304,2011,1,0.154785399,,Los Angeles,Suburban,1,2.639429083,,131501884.2
2715,1988,0,0.734801695,,Kansas City,Urban,2,1.274059728,,275544563
1681,1976,0,0.83774046,,Houston,Rural,1,3.269939648,,172818947.8
1837,1995,1,0.694748169,,Kansas City,Rural,4,2.747305231,,187739788.7
2806,1983,1,0.111643203,,Kansas City,Urban,1,1.559770291,,281545198.8
2077,1982,0,0.262123324,,New York,Suburban,4,1.564696599,,209532968.9
2002,1999,2,0.407901771,,Kansas City,Urban,1,1.552745955,,202565964.8
1443,1969,2,0.310321032,,Houston,Suburban,3,1.171007163,,146399430.7
1612,1989,2,0.966386926,,Kansas City,Urban,2,2.763395348,,166549189.3
1992,2007,1,0.686434523,,Kansas City,Rural,4,3.521044533,,203196251
1263,1980,0,0.367273862,,Los Angeles,Suburban,1,1.052494642,,128480306.4
2076,1987,2,0.936727749,,Kansas City,Rural,2,1.147013935,,212689664.8
2595,1994,0,0.76653478,,Kansas City,Suburban,1,2.71831083,,263731547.2
2003,1990,2,0.356146491,,Kansas City,Urban,2,3.458487056,,202645119
2643,1958,0,0.440993412,,Houston,Rural,2,1.980216672,,267078483.3
1004,1958,1,0.279485972,,New York,Rural,1,2.048843196,,102346093.1
2126,2012,1,0.973966598,,Los Angeles,Suburban,4,2.789039492,,217954011
2219,1971,1,0.565566846,,Los Angeles,Suburban,4,1.822638667,,225344532.1
1773,1965,2,0.906451019,,Kansas City,Suburban,3,1.079825098,,182393242
1876,1981,1,0.411849794,,Kansas City,Rural,2,3.205685554,,190229675.4
1991,2015,1,0.874757443,,New York,Urban,3,2.876949739,,203899558.4
1883,1963,1,0.148498164,,Kansas City,Suburban,3,2.742267997,,189718160.9
2373,1987,0,0.983881286,,Houston,Urban,1,3.225052387,,242691285.4
1046,1957,0,0.92083093,,New York,Suburban,1,3.025692513,,109811081.6
1866,1970,0,0.42688265,,Kansas City,Urban,1,1.617645965,,189170736.7
1822,2005,0,0.797249949,,New York,Suburban,2,2.057443141,,186530558
1935,1995,0,0.777032134,,Los Angeles,Urban,1,1.378330425,,197678535.5
2843,1992,0,0.911129317,,Kansas City,Rural,1,1.38957104,,289164864.4
1655,1995,0,0.376529483,,New York,Suburban,2,3.028587239,,167849791.5
1268,1997,1,0.518968005,,New York,Suburban,2,3.575800321,,129913025
1369,2019,1,0.878499651,,Kansas City,Rural,4,3.888197752,,141824113.1
1635,1980,2,0.800721509,,New York,Suburban,1,2.885041353,,168024985.6
2129,1982,1,0.454120047,,Kansas City,Suburban,1,1.55230397,,215562023
2693,1993,0,0.86115271,,Kansas City,Rural,1,1.316951036,,273904534.9
2682,2020,0,0.142258635,,Houston,Rural,4,3.438552915,,269384184.6
1656,1957,2,0.803841673,,Houston,Urban,1,2.736269429,,170244428.6
1119,2022,1,0.286089273,,New York,Rural,4,2.854855063,,113769560.5
1830,1951,1,0.357508817,,New York,Rural,3,3.344386266,,185568373.1
2810,1966,2,0.543893359,,New York,Suburban,4,3.109831683,,284477704.2
2627,2001,0,0.504761051,,Los Angeles,Rural,3,3.503374759,,265746558.4
2081,1994,0,0.568513096,,Kansas City,Suburban,1,1.168641716,,211225213.6
2974,1986,0,0.590298036,,Kansas City,Rural,3,3.24256191,,300929682.3
2369,1991,0,0.398374922,,Los Angeles,Rural,4,3.552558272,,239518316.5
1740,1993,2,0.257704762,,Los Angeles,Urban,2,1.858405127,,175717904.2
2497,1987,1,0.791633106,,New York,Rural,3,2.921341822,,254227266.2
1116,1955,0,0.459978534,,Kansas City,Rural,3,1.942486192,,114535579.1
2853,2017,1,0.555256776,,Houston,Suburban,1,3.873913199,,288466827.4
1790,2000,1,0.680227047,,Houston,Suburban,4,1.100270717,,182818655.5
2150,1984,0,0.91867413,,Los Angeles,Urban,3,2.739378531,,220143824
2416,2007,0,0.736797548,,Los Angeles,Rural,3,1.499510641,,245626451
2931,2006,0,0.140913303,,Kansas City,Suburban,3,3.136660616,,294274816.1
2012,2022,1,0.854704327,,Kansas City,Rural,3,1.52767085,,205763096.9
2664,1955,2,0.990419514,,Houston,Urban,2,1.706149786,,271960058.8
2081,1962,0,0.525236523,,Kansas City,Suburban,4,2.483112433,,211417416
1633,2008,1,0.972631303,,New York,Suburban,1,3.74450485,,168588994.4
1512,1979,1,0.592595868,,Los Angeles,Urban,1,1.635143116,,154575615.1
2774,1951,0,0.513654396,,Houston,Rural,2,1.432720063,,280535726
1801,2007,2,0.398264288,,Houston,Suburban,4,3.276930496,,182657091.2
2119,1985,0,0.691799388,,New York,Suburban,3,2.501858597,,215886636.3
2661,2021,0,0.306838378,,Kansas City,Urban,2,3.735355337,,268024343.5
2141,1994,2,0.194440797,,Kansas City,Urban,4,1.439843671,,215565192.3
1559,1958,0,0.124513392,,Los Angeles,Urban,3,2.937783679,,157217900.7
2624,2014,0,0.363142101,,New York,Rural,2,1.698637438,,264488108.3
1487,1999,2,0.456193749,,Houston,Rural,4,1.470281286,,151451239.8
2260,1981,1,0.596869027,,New York,Rural,1,3.050288245,,229493116.8
2908,1992,1,0.363474843,,Houston,Urban,1,2.78105386,,293050953.3
1896,2003,1,0.985653615,,New York,Suburban,4,3.264482375,,195093104.3
2295,1996,1,0.362570651,,Kansas City,Rural,1,1.928387729,,231662482.3
2212,1963,1,0.49687785,,Houston,Urban,4,2.343914969,,224380182.9
1703,1997,0,0.192948549,,Los Angeles,Rural,3,2.216415029,,171710973.9
2470,2004,2,0.334563862,,New York,Suburban,4,3.952268392,,249304239.4
1580,1978,1,0.143498926,,Kansas City,Suburban,3,1.87674687,,159253250.6
1789,1996,2,0.60355777,,Houston,Urban,2,1.884451715,,182334122.7
1860,2012,1,0.775958215,,Kansas City,Suburban,4,2.063644626,,190309564.4
1246,1968,0,0.276138833,,New York,Urban,2,2.693782244,,126557727.8
2986,1958,1,0.431119844,,Los Angeles,Urban,1,1.756968233,,301282371.8
